sex,California,Florida,Illinois,Maryland,Massachusetts,New Jersey,New York,Pennsylvania,Texas,Virginia
Male,0.5459324697848356,0.5266876730640695,0.5232258064516129,0.5261109309114499,0.5122086570477248,0.5354244351831542,0.5240008688097306,0.5247381144238518,0.5474524768567592,0.515172735760971
Female,0.4540675302151645,0.4733123269359305,0.47677419354838707,0.4738890690885501,0.4877913429522753,0.4645755648168458,0.4759991311902693,0.4752618855761483,0.45254752314324076,0.48482726423902894
