00-04,0-14,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-,country_gender
8.13918109012801,24.6411595442131,8.36859801237939,8.13338044170567,7.67974518466492,7.37796263041021,7.26169741140067,7.46113464043523,7.03968329151062,6.36304020426864,5.94320586845327,5.77036084703978,5.23863143124918,4.24056064189928,3.7615839687925,2.87966804863425,1.88297458727681,2.45859169975158,World_female
8.50863750350734,25.9086936914858,8.80785921661462,8.59219697136383,8.10540678862985,7.77228514778585,7.59482155698361,7.71692397074458,7.20329892545879,6.46066349424861,5.95812234809247,5.69026815364008,5.03299063331526,3.9165634651425,3.3059850567555,2.38788119762924,1.46334190646206,1.48275366362582,World_male
15.8714138250099,42.5426457847725,14.2594272983213,12.4118046614412,11.4821713174362,9.96719235800581,8.29467248073637,6.40727050427287,4.87278002432826,3.98686957665796,3.31895482093429,2.67568115611922,2.09516799379875,1.58994828145641,1.15050444376967,0.795333873644808,0.501077258893126,0.319730125173795,Afghanistan_female
16.2681190162475,43.7071791113759,14.6466375896266,12.7924225055019,11.8257667827739,10.1396835336549,8.28822530118544,6.37826402808917,4.84448178460229,3.95296170619888,3.23156947155416,2.49015214065077,1.81619460859015,1.29624275549947,0.897317893936766,0.577472539590557,0.348894625280537,0.205593717017099,Afghanistan_male
4.74416596613216,15.8033916985344,5.44437287974967,5.61485285265258,6.16929008797778,7.14934810803032,8.11452379155603,7.31347500802909,6.0950890044454,5.57234693394033,5.91435987525513,6.68662678153678,7.05029633048615,6.92842965024754,5.73071745849004,4.46982553619409,3.17414966225169,3.82813007302524,Albania_female
5.07510331930116,16.4914496864362,5.58349176390266,5.83285460323237,6.46181602869489,7.21709872278688,8.11577122096806,7.77401259051349,6.76220814655806,5.76902392310413,5.64203260866115,6.25854528822021,6.71188417940724,6.69118329032697,5.48337281313798,4.25658945975617,3.04317175707524,3.32184028435334,Albania_male
10.6544568386512,30.5486244661225,10.6816879234653,9.212479704006,7.24414003682911,6.30261915442763,7.17896600594688,7.88269354991468,8.06665989897231,7.24557826640027,6.0432637149311,5.15355993010749,4.24896343686961,3.31586549831309,2.63802835512701,1.83636055326469,1.11649943088984,1.17817770188382,Algeria_female
10.7087877990945,30.7344698872978,10.7328296278962,9.29285246030709,7.32112506485859,6.33933795850034,7.33582616312161,8.00517447165878,8.15917295933961,7.35988111399857,6.09452596229918,5.16086406678261,4.21967884814424,3.24974097570284,2.50283026759739,1.69871387260324,0.915533748610563,0.903124639484652,Algeria_male
8.38411571686868,26.0362954530235,8.77698162905422,8.87519810710061,7.7032969485926,7.22337552177504,9.02252282417018,7.7925846559075,5.18315140962968,5.69209134132458,6.01575928034108,6.06040313399853,6.04924217058417,5.06484519743744,3.60052679747316,2.39737494140494,1.22993816826268,0.928592156074913,American Samoa_female
9.14826498422713,28.2837287980615,9.71517395876194,9.42028985507246,8.70022402048187,7.40639144150322,8.51963608101312,7.1366524939423,4.8621588259498,5.59365427696246,6.22228318017647,6.39372742650757,5.92054130663375,4.61299318794861,3.03570612170255,1.85159786037581,0.916655237050244,0.544049741690669,American Samoa_male
3.05727752446334,12.8105948050617,4.39315538705876,5.36016189353963,4.95030483119012,5.44341410932937,5.54715917823659,6.63199959014294,7.09436958860597,8.75941390440084,9.456170910395,8.76325631436037,8.16384036067422,6.56155540755162,4.82478610584559,3.74634971053845,2.84850658332906,4.39827860033813,Andorra_female
3.20330505565635,12.7801206296278,4.32501348501937,5.25180208895209,5.3339381160202,5.73113323199137,6.37841416172216,6.86387485902025,7.21816309517972,8.27367233854754,9.21394596184965,8.93076055509243,8.35826018731918,6.7633501691757,4.95635757367724,3.69857303976855,2.70681116069239,2.79262492031579,Andorra_male
16.8500019210232,44.2683708647752,14.7718881430528,12.6464808006992,10.3880658646226,8.47664078790456,7.29677692302969,6.4072528725826,5.40160067491117,4.36055331136764,3.50413531159928,2.87268399673179,2.33463080419534,1.76821925256444,1.22966878864497,0.789644731822238,0.505933350466508,0.395822464782004,Angola_female
17.5239066472743,45.7791876209601,15.2509840887263,13.0042968849595,10.6252476263612,8.58012639756204,7.31345618168486,6.36967411283641,5.32035087839975,4.21371632668764,3.28415478654668,2.57734931561965,2.08820633256658,1.57692389356655,1.06373704636464,0.623571462903563,0.346278259108266,0.238019758831999,Angola_male
5.40311549376289,17.4924970907086,5.51029991221086,6.5790816847349,6.40860741920336,7.00986096649721,7.56109511851534,7.49168044752047,7.38857924501337,6.91492619587187,7.07723402952165,7.65807149711112,7.22422980339315,5.89616381862355,4.24246136256916,3.09814009513893,2.06202405014189,2.47442886017027,Antigua and Barbuda_female
6.09061676566478,19.7009959358671,6.20896788888393,7.40141128131839,7.19820463579117,7.83685409316243,8.26224822473315,7.92059309544013,7.53762672502345,6.95145370907954,6.72368362288419,6.96261890938323,6.53275869769104,5.13152605957751,3.65771961948997,2.5858603903354,1.56312804251708,1.43472823902461,Antigua and Barbuda_male
6.87410380143763,22.214714630099,7.7535299523697,7.58708087629164,7.3926505832256,7.40100578332155,7.51341803794575,7.24569044653801,6.8964844233613,6.77116294942219,6.18636639354011,5.27938984062499,4.77541243900432,4.38676073287464,3.98059139237712,3.38265715467751,2.65857027469592,3.91512491829202,Argentina_female
7.36568155235163,23.9086639305084,8.34967812909873,8.19330424905807,7.94283396677508,7.89676554352684,7.97954401337522,7.66464140773419,7.23988828179894,7.07070516533124,6.35321260842523,5.27141134217496,4.6812677167252,4.13158902838746,3.50317081862427,2.70665912078662,1.85733040511052,1.79231665071578,Argentina_male
5.49095149244588,17.6831011431396,6.40130737873765,5.79084227195608,5.07615539955325,5.11222462502217,6.870664709432,9.20209580495958,8.45329999108071,6.52663486868221,5.56616105497257,5.43233900105888,6.68773754149676,7.61527858412608,5.787836503167,3.93794917048949,1.78575337471057,4.2627682281091,Armenia_female
7.36565743671297,23.8990991365742,8.66661573653175,7.8668259633295,6.73057731974432,6.37019995144305,7.72703474221819,9.69363123995813,8.19384542650722,5.9921036958879,4.73686252503343,4.84149595405409,5.32474560597595,6.55698822113971,4.63682880715091,2.77202591677243,1.06173332314731,1.46282813439316,Armenia_male
3.99577054307649,15.0465595678135,5.20152118282627,5.84926784191072,6.1273812908729,5.15975973841342,5.219292010236,6.12205004264999,6.39749786750071,6.90840915553028,7.25582883139039,7.80583593972135,8.31230452089849,8.04929627523457,6.68982797839067,4.82122547625818,3.09834375888541,2.98638754620415,Aruba_female
4.69276303988201,17.5801726027943,6.0719909114464,6.81541865146593,7.23098080640982,6.32910130946924,5.86072190221833,6.4078289119646,6.41380822354653,6.28724612839575,6.66693241384809,7.29276702608973,8.00729476012995,7.41135670579794,6.07896677495864,4.35393538357284,2.44354533314731,1.63534171765691,Aruba_male
5.63502776429786,17.5715455697523,5.96608689743594,5.97043090801848,5.65923281889752,6.11968655895974,7.13914806782014,7.54399847242583,7.33813789756186,6.53207543433182,6.23381073567014,6.39150021676423,5.91195179961736,5.74953512447449,5.06976765537739,4.43098943548008,3.42777338802967,4.88084682483747,Australia_female
6.03818269829366,18.7970078966958,6.3846690364037,6.37415616199843,6.03934823102136,6.50122230917344,7.51902857193852,7.57229687957269,7.28682214078281,6.56565357382338,6.23234968012858,6.19894928186259,5.75748548969454,5.54765882556768,4.80853413064491,4.23350721183953,3.2218132642702,3.71832251298396,Australia_male
4.57764944110382,13.7546409425327,4.65873510766987,4.51825639375905,4.64667141135332,5.09114425536697,6.19182709362971,6.68162418115596,6.65008229754473,6.4418816281473,6.46134879836771,7.46727378090565,7.7768425505849,6.89751476838805,5.66166344600862,4.94512395310252,4.10343049658361,7.22893039632823,Austria_female
4.97424910939204,15.020981744326,5.1066446090811,4.94008802585291,5.03754992664512,5.576061294095,6.6978444776626,7.18063249467703,7.01755223055857,6.73402773375576,6.57562800386348,7.6447097353067,8.00594018868006,6.90062975906382,5.29368420980881,4.34578514484776,3.33230179812038,4.63667125858884,Austria_male
6.0182174335337,21.6261867102554,7.87736149754542,7.7306077791763,6.38671686842564,6.08757788519326,7.74889362980615,9.11167070832563,8.66665466032389,7.22486441170398,6.18518182891476,6.38623089740838,6.4520370904515,5.7711821664264,3.72310019397867,2.19751329583352,0.955257029594587,1.47693262335826,Azerbaijan_female
6.97056603625915,25.3838037624875,9.24332999566119,9.16990773056719,7.44085985739156,6.71600942896457,8.16498633543654,9.02442305312377,8.41838853536522,7.09285495213857,5.79547716890398,5.68311811299398,5.54795462005079,4.90284634789044,2.94590085108194,1.56609055543136,0.58548019677754,0.731806221962209,Azerbaijan_male
5.33300025914417,18.1043720656592,5.73479045508985,7.03658135142518,7.78716559312498,8.10701020000794,8.39276917725228,7.67393593302407,7.22732079947144,7.20630910996818,7.2161145650697,6.97144511396507,6.22996593771668,5.24008189889642,3.64692890811588,2.43385403412765,1.7115188416489,2.05120782195161,Bahamas_female
5.98618611717543,20.1108174703487,6.43379677505841,7.69083457811483,8.36544231235717,8.51736948944808,8.67133938488644,7.91323553819245,7.0494210170184,7.05325111391985,7.04329286197608,6.650835599474,6.0520637838804,4.72327549887012,3.21038722279674,2.02637660066133,1.35662032249416,1.25627178367613,Bahamas_male
8.21128717185028,26.0088673187699,9.25649157015467,8.54108857676498,7.28803965473525,6.04481156501212,8.36359935289643,10.1175107225633,9.59325683797769,8.3189592060482,6.63370438223394,5.19200619962359,4.50722634697179,3.3815804040469,2.08790894838528,1.11689647414264,0.638443380223344,0.707189206369613,Bahrain_female
5.23915286028597,16.6122742954114,5.90720884368433,5.46591259144112,4.53026148899527,4.54478682831268,8.24672028800733,14.4003665866768,15.1795825253042,11.428153286728,8.36906201388074,6.20089476090195,4.27565695643166,2.94464256154633,1.66334319594738,0.865765035918697,0.379029137282545,0.359461038654943,Bahrain_male
8.30691817214257,25.241330337065,8.25397307321342,8.68043909170903,9.4650374775739,9.39161794151237,8.66630970291569,8.16501439503521,7.6154602306821,6.88343741925159,5.99920237153176,5.03217819879733,3.91697759961626,3.31474592303712,2.60270233958063,1.65194824926447,1.06400002655016,0.99003778758642,Bangladesh_female
8.84584211262954,26.7095771911059,8.75550365992671,9.10823141854969,9.91151013856327,9.76602976508868,8.8793157909678,8.22253913667571,7.27283553760981,6.30246771202085,5.43914424471507,4.75263127882178,3.8508688502685,3.11750357618801,2.42462948601703,1.55849135673695,0.997957051522502,0.794498883698108,Bangladesh_male
